Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/3           Welcome::Welcome(QWidget*) [81]
[36]     0.0    0.00    0.00       3         QFlags<QIODevice::OpenModeFlag>::QFlags(QIODevice::OpenModeFlag) [36]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*) [61]
                0.00    0.00       1/3           Ui_GameView::setupUi(QDialog*) [63]
[37]     0.0    0.00    0.00       3         QWidget::resize(int, int) [37]
                0.00    0.00       3/3           QSize::QSize(int, int) [34]
-----------------------------------------------
                0.00    0.00       3/3           User::GetUserLevel(QString, QString) [69]
[38]     0.0    0.00    0.00       3         QJsonObject::iterator::value() const [38]
                0.00    0.00       3/3           QJsonValueRef::QJsonValueRef(QJsonObject*, int) [32]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Game2::setupUi(QDialog*)::{lambda()#7}::operator()() const [127]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#4}::operator()() const [109]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#7}::operator()() const [112]
[39]     0.0    0.00    0.00       3         QStaticStringData<16>::data_ptr() const [39]
                0.00    0.00       3/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       3/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Game2::setupUi(QDialog*)::{lambda()#6}::operator()() const [126]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#1}::operator()() const [117]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#16}::operator()() const [104]
[40]     0.0    0.00    0.00       3         QStaticStringData<7>::data_ptr() const [40]
                0.00    0.00       3/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       3/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Game2::setupUi(QDialog*)::{lambda()#4}::operator()() const [124]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#5}::operator()() const [110]
                0.00    0.00       1/3           Ui_GameView::setupUi(QDialog*)::{lambda()#1}::operator()() const [120]
[41]     0.0    0.00    0.00       3         QStaticStringData<8>::data_ptr() const [41]
                0.00    0.00       3/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       3/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*) [61]
                0.00    0.00       1/3           Ui_GameView::setupUi(QDialog*) [63]
[42]     0.0    0.00    0.00       3         QString::isEmpty() const [42]
-----------------------------------------------
                0.00    0.00       2/2           Welcome::Welcome(QWidget*) [81]
[43]     0.0    0.00    0.00       2         QJsonValue::QJsonValue(char const*) [43]
                0.00    0.00       2/2           QString::fromUtf8(char const*, int) [45]
                0.00    0.00       2/68          QString::~QString() [14]
-----------------------------------------------
                0.00    0.00       1/2           QWidget::setGeometry(int, int, int, int) [78]
                0.00    0.00       1/2           Ui_Welcome::setupUi(QMainWindow*) [61]
[44]     0.0    0.00    0.00       2         QRect::QRect(int, int, int, int) [44]
-----------------------------------------------
                0.00    0.00       2/2           QJsonValue::QJsonValue(char const*) [43]
[45]     0.0    0.00    0.00       2         QString::fromUtf8(char const*, int) [45]
-----------------------------------------------
                0.00    0.00       2/2           Game2::Game2(QWidget*, User*) [73]
[46]     0.0    0.00    0.00       2         QString::QString(QString const&) [46]
                0.00    0.00       2/37          qt_noop() [15]
                0.00    0.00       2/2           QtPrivate::RefCount::ref() [47]
-----------------------------------------------
                0.00    0.00       2/2           QString::QString(QString const&) [46]
[47]     0.0    0.00    0.00       2         QtPrivate::RefCount::ref() [47]
                0.00    0.00       2/110         QBasicAtomicInteger<int>::load() const [10]
                0.00    0.00       1/1           QBasicAtomicInteger<int>::ref() [66]
-----------------------------------------------
                0.00    0.00       1/2           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#17}::operator()() const [105]
                0.00    0.00       1/2           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#18}::operator()() const [106]
[48]     0.0    0.00    0.00       2         QStaticStringData<11>::data_ptr() const [48]
                0.00    0.00       2/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       2/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/2           Ui_Game2::setupUi(QDialog*)::{lambda()#1}::operator()() const [132]
                0.00    0.00       1/2           Ui_Game2::setupUi(QDialog*)::{lambda()#3}::operator()() const [123]
[49]     0.0    0.00    0.00       2         QStaticStringData<5>::data_ptr() const [49]
                0.00    0.00       2/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       2/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           QWidget::width() const [96]
[50]     0.0    0.00    0.00       2         QRect::width() const [50]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           QWidget::height() const [97]
[51]     0.0    0.00    0.00       2         QRect::height() const [51]
-----------------------------------------------
                0.00    0.00       1/1           (anonymous namespace)::initializer::initializer() [64]
[52]     0.0    0.00    0.00       1         qInitResources_resources() [52]
-----------------------------------------------
                0.00    0.00       1/1           (anonymous namespace)::initializer::~initializer() [200]
[53]     0.0    0.00    0.00       1         qCleanupResources_resources() [53]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [54]
                0.00    0.00       1/1           __libc_csu_init [1011]
[54]     0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [54]
                0.00    0.00       1/10          QString::QString(char const*) [22]
                                   1             __static_initialization_and_destruction_0(int, int) [54]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [55]
                0.00    0.00       1/1           __libc_csu_init [1011]
[55]     0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [55]
                0.00    0.00       1/10          QString::QString(char const*) [22]
                                   1             __static_initialization_and_destruction_0(int, int) [55]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [56]
                0.00    0.00       1/1           __libc_csu_init [1011]
[56]     0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [56]
                0.00    0.00       1/1           QSet<int>::QSet() [68]
                                   1             __static_initialization_and_destruction_0(int, int) [56]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [57]
                0.00    0.00       1/1           __libc_csu_init [1011]
[57]     0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [57]
                0.00    0.00       1/1           (anonymous namespace)::initializer::initializer() [64]
                                   1             __static_initialization_and_destruction_0(int, int) [57]
-----------------------------------------------
                0.00    0.00       1/1           QTypedArrayData<char>::data() [65]
[58]     0.0    0.00    0.00       1         QArrayData::data() [58]
                0.00    0.00       1/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/1           QBasicAtomicInteger<int>::ref() [66]
[59]     0.0    0.00    0.00       1         bool QAtomicOps<int>::ref<int>(std::atomic<int>&) [59]
                0.00    0.00       1/1           std::__atomic_base<int>::operator++() [98]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[60]     0.0    0.00    0.00       1         Ui_Welcome::retranslateUi(QMainWindow*) [60]
                0.00    0.00       9/68          QString::~QString() [14]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::Welcome(QWidget*) [81]
[61]     0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*) [61]
                0.00    0.00      20/68          QString::~QString() [14]
                0.00    0.00      10/20          QFlags<Qt::AlignmentFlag>::QFlags(int QFlags<Qt::AlignmentFlag>::Private::*) [21]
                0.00    0.00       2/7           QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
                0.00    0.00       1/3           QString::isEmpty() const [42]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#1}::operator()() const [117]
                0.00    0.00       1/3           QWidget::resize(int, int) [37]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#2}::operator()() const [99]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#3}::operator()() const [108]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#4}::operator()() const [109]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#5}::operator()() const [110]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#6}::operator()() const [111]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#7}::operator()() const [112]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#8}::operator()() const [113]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#9}::operator()() const [114]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#10}::operator()() const [115]
                0.00    0.00       1/3           QFlags<Qt::AlignmentFlag>::QFlags(Qt::AlignmentFlag) [35]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#11}::operator()() const [116]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#12}::operator()() const [100]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#13}::operator()() const [101]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#14}::operator()() const [102]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#15}::operator()() const [103]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#16}::operator()() const [104]
                0.00    0.00       1/2           QRect::QRect(int, int, int, int) [44]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#17}::operator()() const [105]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#18}::operator()() const [106]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#19}::operator()() const [107]
                0.00    0.00       1/1           Ui_Welcome::retranslateUi(QMainWindow*) [60]
-----------------------------------------------
                0.00    0.00       1/1           Ui_GameView::setupUi(QDialog*) [63]
[62]     0.0    0.00    0.00       1         Ui_GameView::retranslateUi(QDialog*) [62]
                0.00    0.00       1/68          QString::~QString() [14]
-----------------------------------------------
                0.00    0.00       1/1           GameView::GameView(QWidget*) [83]
[63]     0.0    0.00    0.00       1         Ui_GameView::setupUi(QDialog*) [63]
                0.00    0.00       4/68          QString::~QString() [14]
                0.00    0.00       1/3           QString::isEmpty() const [42]
                0.00    0.00       1/1           Ui_GameView::setupUi(QDialog*)::{lambda()#1}::operator()() const [120]
                0.00    0.00       1/3           QWidget::resize(int, int) [37]
                0.00    0.00       1/1           Ui_GameView::setupUi(QDialog*)::{lambda()#2}::operator()() const [118]
                0.00    0.00       1/1           Ui_GameView::setupUi(QDialog*)::{lambda()#3}::operator()() const [119]
                0.00    0.00       1/20          QFlags<Qt::AlignmentFlag>::QFlags(int QFlags<Qt::AlignmentFlag>::Private::*) [21]
                0.00    0.00       1/1           Ui_GameView::retranslateUi(QDialog*) [62]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [57]
[64]     0.0    0.00    0.00       1         (anonymous namespace)::initializer::initializer() [64]
                0.00    0.00       1/1           qInitResources_resources() [52]
-----------------------------------------------
                0.00    0.00       1/1           QByteArray::constData() const [90]
[65]     0.0    0.00    0.00       1         QTypedArrayData<char>::data() [65]
                0.00    0.00       1/1           QArrayData::data() [58]
-----------------------------------------------
                0.00    0.00       1/1           QtPrivate::RefCount::ref() [47]
[66]     0.0    0.00    0.00       1         QBasicAtomicInteger<int>::ref() [66]
                0.00    0.00       1/1           bool QAtomicOps<int>::ref<int>(std::atomic<int>&) [59]
-----------------------------------------------
                0.00    0.00       1/1           Game2::Game2(QWidget*, User*) [73]
[67]     0.0    0.00    0.00       1         Game::Game() [67]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [56]
[68]     0.0    0.00    0.00       1         QSet<int>::QSet() [68]
                0.00    0.00       1/1           QHash<int, QHashDummyValue>::QHash() [75]
-----------------------------------------------
                0.00    0.00       1/1           Game2::Game2(QWidget*, User*) [73]
[69]     0.0    0.00    0.00       1         User::GetUserLevel(QString, QString) [69]
                0.00    0.00       3/3           QJsonObject::iterator::value() const [38]
                0.00    0.00       2/10          QString::QString(char const*) [22]
                0.00    0.00       2/68          QString::~QString() [14]
                0.00    0.00       1/3           QFlags<QIODevice::OpenModeFlag>::QFlags(QIODevice::OpenModeFlag) [36]
                0.00    0.00       1/3           QByteArray::~QByteArray() [31]
                0.00    0.00       1/1           QJsonValueRef::toInt() const [91]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::on_userGame2Button_clicked() [80]
[70]     0.0    0.00    0.00       1         User::User() [70]
                0.00    0.00       6/7           QString::QString() [27]
-----------------------------------------------
                0.00    0.00       1/1           Game2::qt_metacall(QMetaObject::Call, int, void**) [279]
[71]     0.0    0.00    0.00       1         Game2::qt_static_metacall(QObject*, QMetaObject::Call, int, void**) [71]
                0.00    0.00       1/1           Game2::on_backButton_clicked() [72]
-----------------------------------------------
                0.00    0.00       1/1           Game2::qt_static_metacall(QObject*, QMetaObject::Call, int, void**) [71]
[72]     0.0    0.00    0.00       1         Game2::on_backButton_clicked() [72]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::on_userGame2Button_clicked() [80]
[73]     0.0    0.00    0.00       1         Game2::Game2(QWidget*, User*) [73]
                0.00    0.00       2/2           QString::QString(QString const&) [46]
                0.00    0.00       2/68          QString::~QString() [14]
                0.00    0.00       1/7           QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
                0.00    0.00       1/1           Game::Game() [67]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00       1/1           GameView::GameView(QWidget*) [83]
                0.00    0.00       1/1           User::GetUserLevel(QString, QString) [69]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::on_userGame2Button_clicked() [80]
[74]     0.0    0.00    0.00       1         Game2::~Game2() [74]
                0.00    0.00       1/1           GameView::~GameView() [84]
-----------------------------------------------
                0.00    0.00       1/1           QSet<int>::QSet() [68]
[75]     0.0    0.00    0.00       1         QHash<int, QHashDummyValue>::QHash() [75]
-----------------------------------------------
                0.00    0.00       1/1           QSet<int>::~QSet() [251]
[76]     0.0    0.00    0.00       1         QHash<int, QHashDummyValue>::~QHash() [76]
                0.00    0.00       1/74          QtPrivate::RefCount::deref() [13]
-----------------------------------------------
                0.00    0.00       1/1           GameView::GameView(QWidget*) [83]
[77]     0.0    0.00    0.00       1         QFlags<QMediaPlayer::Flag>::QFlags(int QFlags<QMediaPlayer::Flag>::Private::*) [77]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[78]     0.0    0.00    0.00       1         QWidget::setGeometry(int, int, int, int) [78]
                0.00    0.00       1/2           QRect::QRect(int, int, int, int) [44]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::qt_metacall(QMetaObject::Call, int, void**) [458]
[79]     0.0    0.00    0.00       1         Welcome::qt_static_metacall(QObject*, QMetaObject::Call, int, void**) [79]
                0.00    0.00       1/1           Welcome::on_userGame2Button_clicked() [80]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::qt_static_metacall(QObject*, QMetaObject::Call, int, void**) [79]
[80]     0.0    0.00    0.00       1         Welcome::on_userGame2Button_clicked() [80]
                0.00    0.00       1/1           User::User() [70]
                0.00    0.00       1/1           Game2::Game2(QWidget*, User*) [73]
                0.00    0.00       1/1           Game2::~Game2() [74]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[81]     0.0    0.00    0.00       1         Welcome::Welcome(QWidget*) [81]
                0.00    0.00       5/10          QString::QString(char const*) [22]
                0.00    0.00       5/68          QString::~QString() [14]
                0.00    0.00       2/3           QFlags<QIODevice::OpenModeFlag>::QFlags(QIODevice::OpenModeFlag) [36]
                0.00    0.00       2/3           QByteArray::~QByteArray() [31]
                0.00    0.00       2/2           QJsonValue::QJsonValue(char const*) [43]
                0.00    0.00       1/7           QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
                0.00    0.00       1/1           QIODevice::write(QByteArray const&) [88]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[82]     0.0    0.00    0.00       1         Welcome::~Welcome() [82]
-----------------------------------------------
                0.00    0.00       1/1           Game2::Game2(QWidget*, User*) [73]
[83]     0.0    0.00    0.00       1         GameView::GameView(QWidget*) [83]
                0.00    0.00       1/7           QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
                0.00    0.00       1/1           Ui_GameView::setupUi(QDialog*) [63]
                0.00    0.00       1/10          QString::QString(char const*) [22]
                0.00    0.00       1/68          QString::~QString() [14]
                0.00    0.00       1/1           QFlags<QMediaPlayer::Flag>::QFlags(int QFlags<QMediaPlayer::Flag>::Private::*) [77]
-----------------------------------------------
                0.00    0.00       1/1           Game2::~Game2() [74]
[84]     0.0    0.00    0.00       1         GameView::~GameView() [84]
                0.00    0.00       1/1           GameView::~GameView() [85]
-----------------------------------------------
                0.00    0.00       1/1           GameView::~GameView() [84]
[85]     0.0    0.00    0.00       1         GameView::~GameView() [85]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*) [87]
[86]     0.0    0.00    0.00       1         Ui_Game2::retranslateUi(QDialog*) [86]
                0.00    0.00       9/68          QString::~QString() [14]
                0.00    0.00       1/7           QString::QString() [27]
-----------------------------------------------
                0.00    0.00       1/1           Game2::Game2(QWidget*, User*) [73]
[87]     0.0    0.00    0.00       1         Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00      13/68          QString::~QString() [14]
                0.00    0.00       9/20          QFlags<Qt::AlignmentFlag>::QFlags(int QFlags<Qt::AlignmentFlag>::Private::*) [21]
                0.00    0.00       2/7           QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
                0.00    0.00       2/3           QFlags<Qt::AlignmentFlag>::QFlags(Qt::AlignmentFlag) [35]
                0.00    0.00       1/3           QString::isEmpty() const [42]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#1}::operator()() const [132]
                0.00    0.00       1/3           QWidget::resize(int, int) [37]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#2}::operator()() const [121]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#3}::operator()() const [123]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#4}::operator()() const [124]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#5}::operator()() const [125]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#6}::operator()() const [126]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#7}::operator()() const [127]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#8}::operator()() const [128]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#9}::operator()() const [129]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#10}::operator()() const [130]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#11}::operator()() const [131]
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#12}::operator()() const [122]
                0.00    0.00       1/1           Ui_Game2::retranslateUi(QDialog*) [86]
-----------------------------------------------
                0.00    0.00       1/1           Welcome::Welcome(QWidget*) [81]
[88]     0.0    0.00    0.00       1         QIODevice::write(QByteArray const&) [88]
                0.00    0.00       1/1           QByteArray::size() const [89]
                0.00    0.00       1/1           QByteArray::constData() const [90]
-----------------------------------------------
                0.00    0.00       1/1           QIODevice::write(QByteArray const&) [88]
[89]     0.0    0.00    0.00       1         QByteArray::size() const [89]
-----------------------------------------------
                0.00    0.00       1/1           QIODevice::write(QByteArray const&) [88]
[90]     0.0    0.00    0.00       1         QByteArray::constData() const [90]
                0.00    0.00       1/1           QTypedArrayData<char>::data() [65]
-----------------------------------------------
                0.00    0.00       1/1           User::GetUserLevel(QString, QString) [69]
[91]     0.0    0.00    0.00       1         QJsonValueRef::toInt() const [91]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#2}::operator()() const [99]
[92]     0.0    0.00    0.00       1         QStaticStringData<13>::data_ptr() const [92]
                0.00    0.00       1/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       1/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#13}::operator()() const [101]
[93]     0.0    0.00    0.00       1         QStaticStringData<14>::data_ptr() const [93]
                0.00    0.00       1/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       1/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Game2::setupUi(QDialog*)::{lambda()#9}::operator()() const [129]
[94]     0.0    0.00    0.00       1         QStaticStringData<17>::data_ptr() const [94]
                0.00    0.00       1/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       1/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#19}::operator()() const [107]
[95]     0.0    0.00    0.00       1         QStaticStringData<9>::data_ptr() const [95]
                0.00    0.00       1/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       1/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[96]     0.0    0.00    0.00       1         QWidget::width() const [96]
                0.00    0.00       1/2           QRect::width() const [50]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[97]     0.0    0.00    0.00       1         QWidget::height() const [97]
                0.00    0.00       1/2           QRect::height() const [51]
-----------------------------------------------
                0.00    0.00       1/1           bool QAtomicOps<int>::ref<int>(std::atomic<int>&) [59]
[98]     0.0    0.00    0.00       1         std::__atomic_base<int>::operator++() [98]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[99]     0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#2}::operator()() const [99]
                0.00    0.00       1/1           QStaticStringData<13>::data_ptr() const [92]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[100]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#12}::operator()() const [100]
                0.00    0.00       1/7           QStaticStringData<12>::data_ptr() const [28]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[101]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#13}::operator()() const [101]
                0.00    0.00       1/1           QStaticStringData<14>::data_ptr() const [93]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[102]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#14}::operator()() const [102]
                0.00    0.00       1/7           QStaticStringData<12>::data_ptr() const [28]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[103]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#15}::operator()() const [103]
                0.00    0.00       1/7           QStaticStringData<12>::data_ptr() const [28]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[104]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#16}::operator()() const [104]
                0.00    0.00       1/3           QStaticStringData<7>::data_ptr() const [40]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[105]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#17}::operator()() const [105]
                0.00    0.00       1/2           QStaticStringData<11>::data_ptr() const [48]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[106]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#18}::operator()() const [106]
                0.00    0.00       1/2           QStaticStringData<11>::data_ptr() const [48]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[107]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#19}::operator()() const [107]
                0.00    0.00       1/1           QStaticStringData<9>::data_ptr() const [95]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[108]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#3}::operator()() const [108]
                0.00    0.00       1/6           QStaticStringData<10>::data_ptr() const [29]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[109]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#4}::operator()() const [109]
                0.00    0.00       1/3           QStaticStringData<16>::data_ptr() const [39]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[110]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#5}::operator()() const [110]
                0.00    0.00       1/3           QStaticStringData<8>::data_ptr() const [41]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[111]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#6}::operator()() const [111]
                0.00    0.00       1/7           QStaticStringData<12>::data_ptr() const [28]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[112]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#7}::operator()() const [112]
                0.00    0.00       1/3           QStaticStringData<16>::data_ptr() const [39]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/1           Ui_Welcome::setupUi(QMainWindow*) [61]
[113]    0.0    0.00    0.00       1         Ui_Welcome::setupUi(QMainWindow*)::{lambda()#8}::operator()() const [113]
                0.00    0.00       1/4           QStaticStringData<15>::data_ptr() const [30]
                0.00    0.00       1/34          QString::QString(QStringDataPtr) [18]
